,商品名称,分类,用户id,用户名,会员,评论内容,评论时间,商家回复,追评内容,追评时间,追评商家回复,score
5918,赵小姐的店厦门特产食品零食凤梨酥福建糕点心绿豆饼厦门伴手礼,口味:蜜柚馅饼198g*4盒,1029216183698,芸***1,False,感觉跟在厦门买的味道不一样,2018-12-17 22:12:20,您好，亲，我们店铺出售的不同类目商品都需要对应提供国家认可的检验及资质证书，以保证销售的商品100%是正品。供货商必须提供有效期内的产品检验证书、资质证书（如食品资质等），亲放心，在商品审核流程中，手礼网一直坚持正品第一，亲可以安心选购！,,,,cannotDecide
5932,赵小姐的店厦门特产食品零食凤梨酥福建糕点心绿豆饼厦门伴手礼,口味:加10元换购（5盒）,1026928100697,l***4,True,淘宝下单，机场提货,2018-12-03 08:26:53,,,,,cannotDecide
5957,赵小姐的店厦门特产食品零食凤梨酥福建糕点心绿豆饼厦门伴手礼,口味:加10元换购（5盒）赠雪花酥1袋,1024447741775,飘***1,False,感觉很文艺,2018-11-15 13:10:15,,,,,cannotDecide
6003,赵小姐的店厦门特产食品零食凤梨酥福建糕点心绿豆饼厦门伴手礼,口味:加10元换购（5盒）赠雪花酥1袋,1023012947338,百***云,False,品牌保证。,2018-11-02 18:51:51,,,,,cannotDecide
6012,赵小姐的店厦门特产食品零食凤梨酥福建糕点心绿豆饼厦门伴手礼,口味:绿豆+红豆+蜜柚+礼袋,1021536365110,小***0,False,Nice,2018-10-22 22:29:53,,,,,cannotDecide
6091,赵小姐的店厦门特产食品零食凤梨酥福建糕点心绿豆饼厦门伴手礼,口味:绿豆+红豆+蜜柚+礼袋,1013465197889,打***样,True,买来送给家人的，去厦门旅游的时候回来买的,2018-08-13 22:24:53,,,,,cannotDecide
6100,赵小姐的店厦门特产食品零食凤梨酥福建糕点心绿豆饼厦门伴手礼,口味:绿豆+红豆+蜜柚+凤梨酥,1015945473752,0***瑶,True,还在厦门买的一样,2018-09-05 23:01:38,,,,,cannotDecide
6128,赵小姐的店厦门特产食品零食凤梨酥福建糕点心绿豆饼厦门伴手礼,口味:凤梨酥240g*2盒,1014660300872,逐***姬,True,谢谢店家，下次再来,2018-08-25 16:15:05,,,,,cannotDecide
6207,赵小姐的店厦门特产食品零食凤梨酥福建糕点心绿豆饼厦门伴手礼,口味:绿豆+红豆+蜜柚+凤梨酥,1011997996967,不***7,False,The quality is very good. fully consistent with the seller described very satisfied.really love.completely beyond the expected value. delivery speed is very fast.very careful. tight packaging.logistics delivery service attitude is very good. very fast. a very satisfactory shopping！,2018-07-31 18:34:37,,,,,cannotDecide
6215,赵小姐的店厦门特产食品零食凤梨酥福建糕点心绿豆饼厦门伴手礼,口味:凤梨酥240g*2盒,1019911570170,t***2,False,不太好看,2018-10-09 09:59:46,,,,,cannotDecide
6218,赵小姐的店厦门特产食品零食凤梨酥福建糕点心绿豆饼厦门伴手礼,口味:加10元换购（5盒）,1019880008009,t***9,True,实体店100   4盒,2018-10-10 07:24:22,,,,,cannotDecide
6235,赵小姐的店厦门特产食品零食凤梨酥福建糕点心绿豆饼厦门伴手礼,口味:绿豆+红豆+蜜柚+凤梨酥,1008971211065,你***吗,False,The quality is very good. fully consistent with the seller described very satisfied.really love.completely beyond the expected value. delivery speed is very fast.very careful. tight packaging.logistics delivery service attitude is very good. very fast. a very satisfactory shopping！,2018-07-03 11:56:27,,,,,cannotDecide
6246,赵小姐的店厦门特产食品零食凤梨酥福建糕点心绿豆饼厦门伴手礼,口味:绿豆+红豆+蜜柚+凤梨酥,1008606660569,什***铭,False,每个月买一次,2018-06-30 21:50:27,,,,,cannotDecide
6252,赵小姐的店厦门特产食品零食凤梨酥福建糕点心绿豆饼厦门伴手礼,口味:绿豆馅饼198g*4盒,1008706114371,t***2,True,没什么问题,2018-07-01 10:19:04,,,,,cannotDecide
6253,赵小姐的店厦门特产食品零食凤梨酥福建糕点心绿豆饼厦门伴手礼,口味:红豆馅饼198g*4盒,1008706114370,t***2,True,没什么问题,2018-07-01 10:19:04,,,,,cannotDecide
6268,赵小姐的店厦门特产食品零食凤梨酥福建糕点心绿豆饼厦门伴手礼,口味:绿豆+红豆+蜜柚+凤梨酥,1016056521337,t***7,False,一次不算很愉快的购物。,2018-09-06 22:50:52,您好，亲，感谢您对我们的支持!祝您每天都能拥有阳光般的好心情~服务不好的地方还希望亲多原谅，相信我们一直都在努力！期待您的下次光临！,,,,cannotDecide
6279,赵小姐的店厦门特产食品零食凤梨酥福建糕点心绿豆饼厦门伴手礼,口味:绿豆红豆各2盒,1013120732135,飘***钱,True,旅游带回不够送人，特地网购,2018-08-11 04:05:17,,,,,cannotDecide
6289,赵小姐的店厦门特产食品零食凤梨酥福建糕点心绿豆饼厦门伴手礼,口味:绿豆+红豆+蜜柚+凤梨酥,1013040644639,s***彩,False,买来送人,2018-08-10 11:30:57,,,,,cannotDecide
6301,赵小姐的店厦门特产食品零食凤梨酥福建糕点心绿豆饼厦门伴手礼,口味:绿豆+红豆+蜜柚+凤梨酥,1012326494791,h***1,False,不是独立包装，送人显得盒子迷你,2018-08-02 21:29:32,您好，亲，感谢您的订购及对产品的喜爱，这款产品我们是以产品的重量为准销售的哦。请您放心，克重都是满足要求的哦，也希望您还能一如既往的支持和关注我们，期待您的再次光临，祝您生活愉快！,,,,cannotDecide
6305,赵小姐的店厦门特产食品零食凤梨酥福建糕点心绿豆饼厦门伴手礼,口味:绿豆馅饼198g*4盒,1012608796109,陌***他,True,口感好像有一丢丢差别,2018-08-06 12:14:57,,,,,cannotDecide
6312,赵小姐的店厦门特产食品零食凤梨酥福建糕点心绿豆饼厦门伴手礼,口味:绿豆馅饼198g*4盒,1011328009060,w***8,False,快递效率高，还额外送了两袋牛肉。,2018-07-25 11:32:35,,,,,cannotDecide
6323,赵小姐的店厦门特产食品零食凤梨酥福建糕点心绿豆饼厦门伴手礼,口味:绿豆+红豆+蜜柚+肉松,1009562386940,笨***吖,True,我就是厦门人，给外地朋友买的。,2018-07-08 20:55:26,,,,,cannotDecide
6330,赵小姐的店厦门特产食品零食凤梨酥福建糕点心绿豆饼厦门伴手礼,口味:绿豆+红豆+蜜柚+礼袋,1010762510377,大***1,False,不知道咋样，送人的,2018-07-19 18:29:57,,,,,cannotDecide
6337,赵小姐的店厦门特产食品零食凤梨酥福建糕点心绿豆饼厦门伴手礼,口味:绿豆+红豆+蜜柚+肉松,1008445457171,t***c,False,都送人了,2018-06-29 10:14:18,,,,,cannotDecide
6412,赵小姐的店厦门特产食品零食凤梨酥福建糕点心绿豆饼厦门伴手礼,口味:绿豆+红豆+蜜柚+凤梨酥,1014978053739,s***a,True,送人的～,2018-08-28 10:03:24,,,,,cannotDecide
6413,赵小姐的店厦门特产食品零食凤梨酥福建糕点心绿豆饼厦门伴手礼,口味:绿豆+红豆+蜜柚+凤梨酥,1012820218074,m***6,False,送人的,2018-08-07 13:08:47,,,,,cannotDecide
6435,赵小姐的店厦门特产食品零食凤梨酥福建糕点心绿豆饼厦门伴手礼,口味:绿豆+红豆+蜜柚+凤梨酥,1013465197886,打***样,True,买来送给家人的，去厦门旅游的时候回来买的,2018-08-13 22:24:52,,,,,cannotDecide
6476,赵小姐的店厦门特产食品零食凤梨酥福建糕点心绿豆饼厦门伴手礼,口味:绿豆+红豆+蜜柚+凤梨酥,1013362557600,l***n,False,送朋友的,2018-08-12 23:21:04,,,,,cannotDecide
6505,赵小姐的店厦门特产食品零食凤梨酥福建糕点心绿豆饼厦门伴手礼,口味:绿豆+红豆+蜜柚+凤梨酥,1015027408604,安***哥,False,送人的,2018-08-29 04:59:08,,,,,cannotDecide
6574,赵小姐的店厦门特产食品零食凤梨酥福建糕点心绿豆饼厦门伴手礼,口味:加10元换购（5盒）,1028958643358,安***b,False,很甜,2018-12-16 12:43:46,,,,,cannotDecide
6661,赵小姐的店厦门特产食品零食凤梨酥福建糕点心绿豆饼厦门伴手礼,口味:4种口味组合装,310568021987,m***2,True,买来送人的,2017-05-15 14:27:03,,,,,cannotDecide
6719,赵小姐的店厦门特产食品零食凤梨酥福建糕点心绿豆饼厦门伴手礼,口味:绿豆+红豆+蜜柚+凤梨酥,346675400594,莹***依,True,味道太棒啦。,2018-04-16 18:15:30,,,,,cannotDecide
6750,赵小姐的店厦门特产食品零食凤梨酥福建糕点心绿豆饼厦门伴手礼,口味:4种口味组合装,326874664043,我***9,True,给奶奶外婆买的 ???(????)???,2017-10-16 16:48:34,,,,,cannotDecide
6791,赵小姐的店厦门特产食品零食凤梨酥福建糕点心绿豆饼厦门伴手礼,口味:绿豆+红豆+蜜柚+凤梨酥,1004156809200,守***s,False,送给家人们吃的，都说很甜,2018-05-24 16:36:01,,,,,cannotDecide
6795,赵小姐的店厦门特产食品零食凤梨酥福建糕点心绿豆饼厦门伴手礼,口味:4种口味组合装,323497497043,圣***0,False,货品不够.送人不配手提袋.,2017-09-15 14:32:33,,,,,cannotDecide
6822,赵小姐的店厦门特产食品零食凤梨酥福建糕点心绿豆饼厦门伴手礼,口味:4种口味组合装,322784341995,飞***薯,True,想吃就买了,2017-09-08 12:41:10,,,,,cannotDecide
6841,赵小姐的店厦门特产食品零食凤梨酥福建糕点心绿豆饼厦门伴手礼,口味:4种口味组合装,340674691091,l***g,False,现在的太迷你了！送人不够大气。,2018-02-10 23:49:55,,,,,cannotDecide
7017,赵小姐的店厦门特产食品零食凤梨酥福建糕点心绿豆饼厦门伴手礼,口味:4种口味组合装,340035587551,m***i,True,送人的,2018-02-04 09:22:05,,,,,cannotDecide
7050,赵小姐的店厦门特产食品零食凤梨酥福建糕点心绿豆饼厦门伴手礼,口味:4种口味组合装,308488796258,新***闻,True,g,2017-04-27 11:03:44,,,,,cannotDecide
7137,赵小姐的店厦门特产食品零食凤梨酥福建糕点心绿豆饼厦门伴手礼,口味:4种口味组合装,315190644118,惜***0,False,送人了,2017-06-24 21:25:00,,,,,cannotDecide
7180,赵小姐的店厦门特产食品零食凤梨酥福建糕点心绿豆饼厦门伴手礼,口味:4种口味组合装,303279468723,苗***3,True,送人的,2017-03-10 11:37:12,,,,,cannotDecide
7188,赵小姐的店厦门特产食品零食凤梨酥福建糕点心绿豆饼厦门伴手礼,口味:绿豆+红豆+蜜柚+凤梨酥,344478254225,y***5,True,GOOD,2018-03-29 14:46:25,,,,,cannotDecide
7223,赵小姐的店厦门特产食品零食凤梨酥福建糕点心绿豆饼厦门伴手礼,口味:绿豆+红豆+蜜柚+凤梨酥,1003241303208,蓝***1,False,不知道,2018-05-17 06:47:43,,,,,cannotDecide
7225,赵小姐的店厦门特产食品零食凤梨酥福建糕点心绿豆饼厦门伴手礼,口味:4种口味组合装,298319934885,许***9,False,送人的,2017-01-08 16:57:06,,,,,cannotDecide
7328,赵小姐的店厦门特产食品零食凤梨酥福建糕点心绿豆饼厦门伴手礼,口味:4种口味组合装,301535752411,z***3,False,感觉不是厦门的味道,2017-02-18 20:30:15,,,,,cannotDecide
7338,赵小姐的店厦门特产食品零食凤梨酥福建糕点心绿豆饼厦门伴手礼,口味:4种口味组合装,319886578379,y***5,True,GOOD,2017-08-10 21:31:10,,,,,cannotDecide
7373,赵小姐的店厦门特产食品零食凤梨酥福建糕点心绿豆饼厦门伴手礼,口味:4种口味组合装,304602612635,y***z,True,以吃 还送了朋友,2017-03-20 13:33:21,,,,,cannotDecide
7378,赵小姐的店厦门特产食品零食凤梨酥福建糕点心绿豆饼厦门伴手礼,口味:4种口味组合装,319638455777,c***9,False,酥酥的。,2017-08-07 17:00:12,,,,,cannotDecide
7380,赵小姐的店厦门特产食品零食凤梨酥福建糕点心绿豆饼厦门伴手礼,口味:凤梨酥240g*2盒,328948539286,大***蕊,False,吃了还想吃,2017-11-03 22:38:14,,,,,cannotDecide
7399,赵小姐的店厦门特产食品零食凤梨酥福建糕点心绿豆饼厦门伴手礼,口味:绿豆+红豆+蜜柚+凤梨酥,1003839994797,小***4,False,送人的，不知道味道怎样,2018-05-21 22:25:11,,,,,cannotDecide
7412,赵小姐的店厦门特产食品零食凤梨酥福建糕点心绿豆饼厦门伴手礼,口味:绿豆红豆馅饼各两盒,297781013702,王***3,False,ok,2017-01-03 12:54:48,,,,,cannotDecide
7442,赵小姐的店厦门特产食品零食凤梨酥福建糕点心绿豆饼厦门伴手礼,口味:4种口味组合装,340382326121,w***4,False,赵小姐的经典,2018-02-07 07:55:12,,,,,cannotDecide
7478,赵小姐的店厦门特产食品零食凤梨酥福建糕点心绿豆饼厦门伴手礼,口味:4种口味组合装,325561043457,x***e,False,自己看图吧，不想说啥了。,2017-10-03 10:21:34,,,,,cannotDecide
7484,赵小姐的店厦门特产食品零食凤梨酥福建糕点心绿豆饼厦门伴手礼,口味:绿豆+红豆+蜜柚+凤梨酥,1002578921180,我***忙,False,666,2018-05-11 17:32:27,,,,,cannotDecide
7496,赵小姐的店厦门特产食品零食凤梨酥福建糕点心绿豆饼厦门伴手礼,口味:绿豆红豆各2盒,309545968374,碌***1,False,。。。,2017-05-04 12:42:03,,,,,cannotDecide
7538,赵小姐的店厦门特产食品零食凤梨酥福建糕点心绿豆饼厦门伴手礼,口味:绿豆红豆各2盒,340671579465,w***3,True,皮薄馅多。,2018-02-10 21:35:06,,,,,cannotDecide
7568,赵小姐的店厦门特产食品零食凤梨酥福建糕点心绿豆饼厦门伴手礼,口味:4种口味组合装,317132328071,a***6,True,买来送人的,2017-07-14 08:59:11,,,,,cannotDecide
7569,赵小姐的店厦门特产食品零食凤梨酥福建糕点心绿豆饼厦门伴手礼,口味:4种口味组合装,306785903719,l***4,False,nice,2017-04-11 12:47:28,,,,,cannotDecide
7585,赵小姐的店厦门特产食品零食凤梨酥福建糕点心绿豆饼厦门伴手礼,口味:红豆馅饼198g*4盒,319602741448,笨***饭,True,跟鼓浪屿的一样,2017-08-08 07:47:58,,,,,cannotDecide
10497,赵小姐的店福建茶点凤梨酥红豆馅饼绿豆饼厦门特产食品零食,口味:密柚馅饼198g,1019598022286,d***7,False,想厦门了就来买点吃的哈哈哈哈哈哈,2018-10-06 17:44:04,,,,,cannotDecide
10644,赵小姐的店福建茶点凤梨酥红豆馅饼绿豆饼厦门特产食品零食,口味:绿豆馅饼198g,300778643054,r***y,False,盒子被打开过,2017-02-09 16:05:50,,,,,cannotDecide
10704,赵小姐的店福建茶点凤梨酥红豆馅饼绿豆饼厦门特产食品零食,口味:凤梨酥240g,318189594874,d***d,False,。,2017-07-23 19:44:40,,,,,cannotDecide
10734,赵小姐的店福建茶点凤梨酥红豆馅饼绿豆饼厦门特产食品零食,口味:凤梨酥240g,333775495250,m***y,True,出差给媳妇带的手信之一&hellip;&hellip;&hellip;&hellip;,2017-12-12 12:56:09,,,,,cannotDecide
10780,赵小姐的店福建茶点凤梨酥红豆馅饼绿豆饼厦门特产食品零食,口味:绿豆馅饼198g,310709722500,何***双,True,做梦都在吃,2017-05-15 12:41:54,,,,,cannotDecide
10788,赵小姐的店福建茶点凤梨酥红豆馅饼绿豆饼厦门特产食品零食,口味:绿豆馅饼198g,307087390433,快***旭,False,正品,2017-04-13 16:55:09,,,,,cannotDecide
10799,赵小姐的店福建茶点凤梨酥红豆馅饼绿豆饼厦门特产食品零食,口味:绿豆馅饼198g,312469553285,t***0,False,就那样。,2017-05-31 16:22:52,,,,,cannotDecide
10894,赵小姐的店福建茶点凤梨酥红豆馅饼绿豆饼厦门特产食品零食,口味:凤梨酥240g,301958890264,l***5,True,很,2017-02-22 10:13:43,,,,,cannotDecide
10903,赵小姐的店福建茶点凤梨酥红豆馅饼绿豆饼厦门特产食品零食,口味:凤梨酥240g,297231993350,幽***才,True,生产日期不好,2016-12-30 07:55:41,,,,,cannotDecide
10945,赵小姐的店福建茶点凤梨酥红豆馅饼绿豆饼厦门特产食品零食,口味:红豆馅饼198g,326662086105,森***5,True,与在厦门买的一样,2017-10-14 14:09:53,,,,,cannotDecide
10966,赵小姐的店福建茶点凤梨酥红豆馅饼绿豆饼厦门特产食品零食,口味:绿豆馅饼198g,303857549239,z***9,True,厦门旅游必买的伴手礼，方便，快捷?,2017-03-12 19:19:06,,,,,cannotDecide
10968,赵小姐的店福建茶点凤梨酥红豆馅饼绿豆饼厦门特产食品零食,口味:凤梨酥240g,334795768457,f***5,False,前幾天去了廈門玩，但是忘記帶手信了，所以就在這家店買，給同事朋友分享,2017-12-19 13:12:00,,,,,cannotDecide
10999,赵小姐的店福建茶点凤梨酥红豆馅饼绿豆饼厦门特产食品零食,口味:绿豆馅饼198g,313144532865,思***9,True,给朋友买的,2017-06-07 10:47:58,,,,,cannotDecide
11003,赵小姐的店福建茶点凤梨酥红豆馅饼绿豆饼厦门特产食品零食,口味:红豆馅饼198g,314891911123,陈***平,True,味道还是当年那个味道。里面还有包装,2017-06-21 21:19:58,,,,,cannotDecide
11024,赵小姐的店福建茶点凤梨酥红豆馅饼绿豆饼厦门特产食品零食,口味:红豆馅饼198g,313144532864,思***9,True,给朋友买的,2017-06-07 10:47:58,,,,,cannotDecide
11033,赵小姐的店福建茶点凤梨酥红豆馅饼绿豆饼厦门特产食品零食,口味:密柚馅饼198g,333775495249,m***y,True,出差给媳妇带的手信之一&hellip;&hellip;&hellip;&hellip;,2017-12-12 12:56:09,,,,,cannotDecide
11063,赵小姐的店福建茶点凤梨酥红豆馅饼绿豆饼厦门特产食品零食,口味:红豆馅饼198g,302344743697,百***蕾,True,okay,2017-02-27 11:45:01,,okay,2017-02-27 11:45:08,,cannotDecide
11166,赵小姐的店福建茶点凤梨酥红豆馅饼绿豆饼厦门特产食品零食,口味:绿豆馅饼198g,334795768456,f***5,False,前幾天去了廈門玩，但是忘記帶手信了，所以就在這家店買，給同事朋友分享,2017-12-19 13:12:00,,,,,cannotDecide
11204,赵小姐的店福建茶点凤梨酥红豆馅饼绿豆饼厦门特产食品零食,口味:绿豆馅饼198g,304031544319,天***思,False,看图,2017-03-15 14:46:03,,,,,cannotDecide
11209,赵小姐的店福建茶点凤梨酥红豆馅饼绿豆饼厦门特产食品零食,口味:肉松馅饼198g,334795768458,f***5,False,前幾天去了廈門玩，但是忘記帶手信了，所以就在這家店買，給同事朋友分享,2017-12-19 13:12:00,,,,,cannotDecide
11236,赵小姐的店福建茶点凤梨酥红豆馅饼绿豆饼厦门特产食品零食,口味:密柚馅饼198g,316626343964,欧***5,False,。。,2017-07-08 16:31:50,,,,,cannotDecide
11331,赵小姐的店福建茶点凤梨酥红豆馅饼绿豆饼厦门特产食品零食,口味:凤梨酥240g,1004237792758,竹***z,True,厦门特产，送朋友,2018-05-25 13:42:10,,,,,cannotDecide
11333,赵小姐的店福建茶点凤梨酥红豆馅饼绿豆饼厦门特产食品零食,口味:密柚馅饼198g,1005156982526,林***i,False,no,2018-06-01 16:55:29,,,,,cannotDecide
11361,赵小姐的店福建茶点凤梨酥红豆馅饼绿豆饼厦门特产食品零食,口味:绿豆馅饼198g,321917663953,胖***1,False,找小姐的d,2017-08-31 19:45:51,,,,,cannotDecide
11366,赵小姐的店福建茶点凤梨酥红豆馅饼绿豆饼厦门特产食品零食,口味:4种口味组合装,300323140738,a***9,True,hao,2017-01-28 20:40:23,,,,,cannotDecide
11391,赵小姐的店福建茶点凤梨酥红豆馅饼绿豆饼厦门特产食品零食,口味:绿豆馅饼198g,345691241049,吴***酿,False,在厦门买过 这次买来送朋友吃的,2018-04-09 08:36:16,,,,,cannotDecide
11448,赵小姐的店福建茶点凤梨酥红豆馅饼绿豆饼厦门特产食品零食,口味:密柚馅饼198g,303734312373,z***5,True,有奶油的香味,2017-03-12 19:45:14,,,,,cannotDecide
11450,赵小姐的店福建茶点凤梨酥红豆馅饼绿豆饼厦门特产食品零食,口味:密柚馅饼198g,299519098654,龙***6,False,以收到,2017-01-17 20:14:43,,,,,cannotDecide
11463,赵小姐的店福建茶点凤梨酥红豆馅饼绿豆饼厦门特产食品零食,口味:密柚馅饼198g,309175795801,橙***姐,False,包装盒期望有待改进。,2017-05-01 16:58:26,,,,,cannotDecide
11466,赵小姐的店福建茶点凤梨酥红豆馅饼绿豆饼厦门特产食品零食,口味:4种口味组合装,299975763187,y***4,False,有点坑，买了五组，每组四盒，总共应该20小盒！结果只有十八盒！,2017-01-25 19:38:09,,???评错了，又从箱子侧面找的两盒！失误！东西五星??????????，快递3星,2017-01-26 20:11:15,,cannotDecide
11482,赵小姐的店福建茶点凤梨酥红豆馅饼绿豆饼厦门特产食品零食,口味:红豆馅饼198g,1002795261670,天***蜀,True,被吃货老婆吃光了，一个都没剩,2018-05-13 15:01:14,,,,,cannotDecide
11545,赵小姐的店福建茶点凤梨酥红豆馅饼绿豆饼厦门特产食品零食,口味:红豆馅饼198g,303857549240,z***9,True,厦门旅游必买的伴手礼，方便，快捷?,2017-03-12 19:19:06,,,,,cannotDecide
11547,赵小姐的店福建茶点凤梨酥红豆馅饼绿豆饼厦门特产食品零食,口味:红豆馅饼198g,315295119189,糖***仙,True,很受欢迎,2017-06-26 23:40:07,,,,,cannotDecide
11558,赵小姐的店福建茶点凤梨酥红豆馅饼绿豆饼厦门特产食品零食,口味:密柚馅饼198g,342773677959,陆***岛,True,买来送人,2018-03-14 14:03:37,,,,,cannotDecide
11580,赵小姐的店福建茶点凤梨酥红豆馅饼绿豆饼厦门特产食品零食,口味:绿豆馅饼198g,344657100947,松***晕,True,送人的,2018-03-31 10:32:20,,,,,cannotDecide
11589,赵小姐的店福建茶点凤梨酥红豆馅饼绿豆饼厦门特产食品零食,口味:红豆馅饼198g,315112185695,m***r,True,外婆说不是绿豆糕,2017-06-23 13:30:02,,,,,cannotDecide
11636,赵小姐的店福建茶点凤梨酥红豆馅饼绿豆饼厦门特产食品零食,口味:绿豆馅饼198g*4+礼袋,301327454748,中***8,False,以前吃过    下次还买,2017-02-15 12:42:30,,,,,cannotDecide
11645,赵小姐的店福建茶点凤梨酥红豆馅饼绿豆饼厦门特产食品零食,口味:绿豆馅饼198g,342822465410,陆***岛,True,买来送人,2018-03-14 14:02:50,,,,,cannotDecide
11653,赵小姐的店福建茶点凤梨酥红豆馅饼绿豆饼厦门特产食品零食,口味:红豆馅饼198g,309524549247,l***n,False,送人的,2017-05-05 20:57:14,,,,,cannotDecide
11655,赵小姐的店福建茶点凤梨酥红豆馅饼绿豆饼厦门特产食品零食,口味:密柚馅饼198g,344657100945,松***晕,True,送人的,2018-03-31 10:32:19,,,,,cannotDecide
11675,赵小姐的店福建茶点凤梨酥红豆馅饼绿豆饼厦门特产食品零食,口味:红豆馅饼198g,302570127358,t***1,False,收到货啦！今天收到的。,2017-03-02 18:31:48,,,,,cannotDecide
11720,赵小姐的店福建茶点凤梨酥红豆馅饼绿豆饼厦门特产食品零食,口味:4种口味组合装,299764154784,玫***y,True,应该跟鼓浪屿的一样,2017-01-20 10:50:53,,,,,cannotDecide
11767,赵小姐的店福建茶点凤梨酥红豆馅饼绿豆饼厦门特产食品零食,口味:绿豆馅饼198g,315295119190,糖***仙,True,很受欢迎,2017-06-26 23:40:07,,,,,cannotDecide
11815,赵小姐的店福建茶点凤梨酥红豆馅饼绿豆饼厦门特产食品零食,口味:绿豆馅饼198g,317761640423,d***d,False,。,2017-07-19 23:17:21,,,,,cannotDecide
11823,赵小姐的店福建茶点凤梨酥红豆馅饼绿豆饼厦门特产食品零食,口味:绿豆馅饼198g,315915430361,t***2,False,嗯,2017-07-03 02:22:28,,,,,cannotDecide
11869,赵小姐的店福建茶点凤梨酥红豆馅饼绿豆饼厦门特产食品零食,口味:凤梨酥240g,339856596350,m***3,True,送人的，不知道怎么样,2018-02-02 23:06:00,,,,,cannotDecide
11873,赵小姐的店福建茶点凤梨酥红豆馅饼绿豆饼厦门特产食品零食,口味:红豆馅饼198g,1000939349705,t***9,False,给朋友买的 希望合他口味吧,2018-04-27 20:07:12,,,,,cannotDecide
11892,赵小姐的店福建茶点凤梨酥红豆馅饼绿豆饼厦门特产食品零食,口味:红豆馅饼198g,333775495248,m***y,True,出差给媳妇带的手信之一&hellip;&hellip;&hellip;&hellip;,2017-12-12 12:56:09,,,,,cannotDecide
11914,赵小姐的店福建茶点凤梨酥红豆馅饼绿豆饼厦门特产食品零食,口味:凤梨酥240g*2+礼袋,302133245008,w***5,False,假装自己在厦门。,2017-02-23 18:16:38,,,,,cannotDecide
11949,赵小姐的店福建茶点凤梨酥红豆馅饼绿豆饼厦门特产食品零食,口味:绿豆馅饼198g,342773677960,陆***岛,True,买来送人,2018-03-14 14:03:37,,,,,cannotDecide
11954,赵小姐的店福建茶点凤梨酥红豆馅饼绿豆饼厦门特产食品零食,口味:凤梨酥240g,315151601130,请***8,False,一盒才六个，我以为有多少呢？这盒40多,2017-06-24 18:18:53,,,,,cannotDecide
11979,赵小姐的店福建茶点凤梨酥红豆馅饼绿豆饼厦门特产食品零食,口味:红豆馅饼198g,317459599943,小***k,True,非常还吃。,2017-07-17 20:36:03,,,,,cannotDecide
11987,赵小姐的店福建茶点凤梨酥红豆馅饼绿豆饼厦门特产食品零食,口味:绿豆馅饼198g,333775495247,m***y,True,出差给媳妇带的手信之一&hellip;&hellip;&hellip;&hellip;,2017-12-12 12:56:08,,,,,cannotDecide
12022,赵小姐的店福建茶点凤梨酥红豆馅饼绿豆饼厦门特产食品零食,口味:绿豆馅饼198g*4+礼袋,301562334606,l***1,True,买回来送人的 当天发货,2017-02-19 10:14:43,,,,,cannotDecide
12047,赵小姐的店福建茶点凤梨酥红豆馅饼绿豆饼厦门特产食品零食,口味:绿豆馅饼198g,301214190159,x***9,True,还是那个味道,2017-02-12 23:18:43,,,,,cannotDecide
12075,赵小姐的店福建茶点凤梨酥红豆馅饼绿豆饼厦门特产食品零食,口味:红豆馅饼198g,324893116042,大***丫,True,第一次购买，奔着牌子来的,2017-09-27 19:51:01,,,,,cannotDecide
12111,赵小姐的店福建茶点凤梨酥红豆馅饼绿豆饼厦门特产食品零食,口味:密柚馅饼198g,342822465409,陆***岛,True,买来送人,2018-03-14 14:02:50,,,,,cannotDecide
12140,赵小姐的店福建茶点凤梨酥红豆馅饼绿豆饼厦门特产食品零食,口味:红豆馅饼198g,316337719105,李***嬉,True,同事说很甜,2017-07-05 07:12:53,,,,,cannotDecide
12183,赵小姐的店福建茶点凤梨酥红豆馅饼绿豆饼厦门特产食品零食,口味:4种口味组合装,301461449785,静***h,True,文艺范儿。,2017-02-14 10:43:18,,,,,cannotDecide
12319,赵小姐的店福建茶点凤梨酥红豆馅饼绿豆饼厦门特产食品零食,口味:红豆馅饼198g,344657100946,松***晕,True,送人的,2018-03-31 10:32:20,,,,,cannotDecide
12322,赵小姐的店福建茶点凤梨酥红豆馅饼绿豆饼厦门特产食品零食,口味:密柚馅饼198g,316337719106,李***嬉,True,同事说很甜,2017-07-05 07:12:53,,,,,cannotDecide
12332,赵小姐的店福建茶点凤梨酥红豆馅饼绿豆饼厦门特产食品零食,口味:绿豆馅饼198g,309531762739,w***3,False,收到了收到了,2017-05-06 12:18:08,,,,,cannotDecide
12340,赵小姐的店福建茶点凤梨酥红豆馅饼绿豆饼厦门特产食品零食,口味:红豆馅饼198g,314575768986,三***店,False,甜度降一些,2017-06-20 05:14:08,,,,,cannotDecide
12350,赵小姐的店福建茶点凤梨酥红豆馅饼绿豆饼厦门特产食品零食,口味:密柚馅饼198g,310559760606,绯***4,False,當茶點不錯,2017-05-13 20:34:55,,,,,cannotDecide
